"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","A","B","C","D","E","F","G","H","L","M","N"
"Pocillopora_acuta_HIv2___RNAseq.g27701.t1",1563.04653568986,1.35663372308102,0.409046824949883,3.3165731655471,0.000911287228286636,0.0372933363852921,1456,956,1000,1563,1500,1326,1260,1331,1812,1204,2234
"Pocillopora_acuta_HIv2___RNAseq.g24542.t1",178.205341669124,1.24231445565938,0.236263337538392,5.25817703501083,1.4549042503917e-07,7.09055110667243e-05,303,136,116,154,185,122,142,153,263,152,171
"Pocillopora_acuta_HIv2___RNAseq.g20476.t1",334.543873847638,2.35099819753958,0.682241494895179,3.44599121444642,0.000568968856690065,0.0282566358035698,661,345,213,190,47,434,64,133,817,112,405
"Pocillopora_acuta_HIv2___TS.g17417.t1",158.95880217597,-0.822207683612435,0.241516856710505,-3.40434905791266,0.000663219432912389,0.0310632776021545,91,187,260,158,218,200,178,193,121,174,55
"Pocillopora_acuta_HIv2___RNAseq.g1667.t1",527.605010644977,0.474934767081695,0.139177532663363,3.41243847331629,0.000643844593031162,0.0304312117920802,613,457,447,551,571,578,524,661,677,556,284
"Pocillopora_acuta_HIv2___RNAseq.g11378.t1",60.2759126182825,1.46462820855187,0.464570061205394,3.15265302450114,0.00161793995126195,0.0499949452889164,73,39,27,39,67,52,44,49,73,55,86
"Pocillopora_acuta_HIv2___RNAseq.g2539.t1",163.932266233223,2.08743174776537,0.601985598898533,3.46757754933805,0.000525172184480692,0.0265215515488546,232,153,43,45,76,262,79,149,296,91,222
"Pocillopora_acuta_HIv2___RNAseq.g892.t1",29.3045095721323,1.61939507974136,0.507091578943344,3.19349629728774,0.00140561140196718,0.045834180657497,45,17,16,20,29,30,19,16,33,23,43
"Pocillopora_acuta_HIv2___RNAseq.g18506.t1",189.432672068566,-0.742619779455909,0.193675245531901,-3.83435568864989,0.000125893857983774,0.0104668861364662,143,251,299,205,254,187,227,209,165,217,52
"Pocillopora_acuta_HIv2___RNAseq.g21280.t1",504.023253510306,1.75798339169543,0.483516902532164,3.63582613656094,0.000277091179496009,0.0179822620624652,896,573,206,315,242,829,206,427,918,265,469
"Pocillopora_acuta_HIv2___RNAseq.g10272.t2",1410.92908328194,0.437577338404845,0.0945442584698932,4.62828039995879,3.6871456561026e-06,0.000930869382593121,1695,1452,1483,1339,1510,1338,1522,1225,2024,1336,848
"Pocillopora_acuta_HIv2___RNAseq.g4972.t1",74.9795462719559,-4.33605223326825,1.32126471181756,-3.28174376753276,0.00103167307380679,0.0396983196541788,8,6,367,216,27,117,66,5,8,67,0
"Pocillopora_acuta_HIv2___TS.g20669.t2",1259.09539890696,1.52772665534214,0.421312737737052,3.62611076880285,0.000287721972900397,0.0184409296686812,1622,1389,539,511,1380,1043,665,758,2602,767,1632
"Pocillopora_acuta_HIv2___RNAseq.g6467.t1",114.170501208891,-2.54880179476335,0.768958724599701,-3.31461457322068,0.000917695631842534,0.0372933363852921,48,83,473,251,129,97,102,96,26,38,9
"Pocillopora_acuta_HIv2___RNAseq.g16887.t1",10318.9890126482,-0.343678805376479,0.10866915084873,-3.16261609382489,0.00156358377680482,0.048909991370559,8584,12196,12092,11782,13476,9817,12287,12488,9732,11976,4041
"Pocillopora_acuta_HIv2___RNAseq.g18197.t1",287.858371857364,0.953432726470073,0.172913909777216,5.51391572660919,3.50936688499442e-08,2.59467547332695e-05,336,253,213,295,244,276,248,273,464,317,221
"Pocillopora_acuta_HIv2___RNAseq.g7959.t1",138.735613367256,1.2094133812727,0.255334711014918,4.73658037509065,2.17354561824749e-06,0.00063375692097126,263,143,109,102,127,90,104,67,242,131,120
"Pocillopora_acuta_HIv2___RNAseq.g26325.t1",1834.4871918439,1.58509127329777,0.424767970360902,3.7316638350839,0.000190219234260546,0.0137689461107057,3183,2003,538,872,1090,2110,1321,1996,3141,1530,1729
"Pocillopora_acuta_HIv2___RNAseq.g7395.t1b",35.6257904223185,2.11769776422289,0.531268764090905,3.98611382290965,6.71643013195423e-05,0.00707599148080459,53,18,21,18,28,24,13,24,44,28,65
"Pocillopora_acuta_HIv2___RNAseq.g8589.t1",3077.91528206015,-5.44166181439364,1.40732091295208,-3.86668155380346,0.000110326338021904,0.00955638430849141,80,369,14911,12497,326,4407,1698,220,59,1447,65
"Pocillopora_acuta_HIv2___RNAseq.g10393.t1",358.785138666108,-1.56052351673026,0.343278917245427,-4.54593462730648,5.46920110844251e-06,0.00125803779274419,152,666,680,529,308,408,364,498,174,363,68
"Pocillopora_acuta_HIv2___RNAseq.g24282.t1",59.8632912873134,1.88676841553643,0.581344073999923,3.245527906657,0.001172330735139,0.0424293546833,63,28,40,63,50,59,31,14,110,35,94
"Pocillopora_acuta_HIv2___RNAseq.25613_t",1456.93554990125,1.79647267956432,0.361270441416922,4.97265337434874,6.60426837726965e-07,0.000253188081381919,1622,1311,965,930,895,1128,894,656,4333,640,1745
"Pocillopora_acuta_HIv2___RNAseq.g18273.t1",1690.56519489008,-0.684888904554898,0.177774453887597,-3.85257211920863,0.000116883535046643,0.0100300388666275,1321,2173,2402,1904,2334,1484,2199,1816,1612,2056,451
"Pocillopora_acuta_HIv2___RNAseq.g5987.t1",1038.14670047873,-0.98314427212375,0.26170717764317,-3.75665765447304,0.000172197806465468,0.0131060256965005,655,1182,1402,1962,1345,1395,1225,1047,607,1028,244
"Pocillopora_acuta_HIv2___TS.g17823.t1",676.362136007695,1.84334998879023,0.38894889252199,4.73931157597012,2.14445542157932e-06,0.00063375692097126,1329,472,487,412,248,1023,375,587,1321,387,582
"Pocillopora_acuta_HIv2___RNAseq.g24558.t1",102.566653831576,2.02561869890816,0.63036405510951,3.21341085756588,0.00131168507718666,0.044244523816691,239,23,70,19,115,66,54,63,106,60,172
"Pocillopora_acuta_HIv2___RNAseq.g8336.t1",1168.11664859523,1.59173928690112,0.447716139002731,3.55524214616577,0.000377631138131913,0.0218983748504394,1756,802,478,641,1100,866,1001,765,1143,1174,1796
"Pocillopora_acuta_HIv2___TS.g13477.t1",13.5379286603842,-20.9228528029445,3.0795445705091,-6.79413865391321,1.08961553730027e-11,1.87976840443251e-08,0,109,0,0,0,32,0,9,0,16,0
"Pocillopora_acuta_HIv2___RNAseq.g6973.t1",290.281963388625,1.47641915360252,0.421076886841035,3.50629350539465,0.000454393858387927,0.0246849927613775,403,256,142,103,199,408,237,253,673,232,239
"Pocillopora_acuta_HIv2___RNAseq.g5300.t1",579.876757894173,-2.87456304113048,0.812363668378417,-3.53851748056198,0.00040238063830769,0.0227597922793601,107,129,2100,1290,552,744,791,116,129,851,49
"Pocillopora_acuta_HIv2___RNAseq.g3720.t1",281.177972437229,-0.815444235242975,0.247980369383448,-3.28834188476454,0.00100779375306937,0.0392767713844491,228,320,498,369,324,278,398,278,200,296,80
"Pocillopora_acuta_HIv2___TS.g26541.t1",40.2627477207862,2.37357398997274,0.669533439719647,3.54511641863119,0.000392439714468421,0.0224427816821139,77,27,11,9,10,6,42,15,125,34,54
"Pocillopora_acuta_HIv2___RNAseq.g20997.t1b",171.478488286484,1.99995043469033,0.425786725722542,4.69707088988389,2.63918873561488e-06,0.000738330881144586,220,80,88,78,146,183,86,104,322,145,252
"Pocillopora_acuta_HIv2___RNAseq.g9823.t1",1305.68806993892,-1.13277988773,0.308320929449971,-3.67402851876072,0.000238756066798857,0.0161910722471792,862,1519,1753,1068,2372,1837,1162,1974,668,1811,275
"Pocillopora_acuta_HIv2___RNAseq.g29441.t1",6045.60053614649,1.0907769604367,0.301556501827529,3.61715616750508,0.00029785760787335,0.0189730713790587,8867,6375,2462,4238,6025,5341,6036,5843,11369,4947,4660
"Pocillopora_acuta_HIv2___RNAseq.g26446.t1",2756.9268811628,-0.788998269196975,0.221489682846274,-3.56223485923985,0.00036771120238655,0.0214888320321333,1723,3865,2867,4012,4078,3843,2844,3398,1763,2593,882
"Pocillopora_acuta_HIv2___RNAseq.g9198.t1",196.800114528936,-4.29869336687118,1.29511549865548,-3.31915830776008,0.000902892275125767,0.0372393576973538,3,11,885,668,35,364,92,12,24,207,5
"Pocillopora_acuta_HIv2___RNAseq.g8725.t1",87.0588910470826,-4.05681089248703,1.25945820498707,-3.22107623454538,0.00127710172226671,0.0439178735122348,11,6,507,247,71,70,48,4,5,54,5
"Pocillopora_acuta_HIv2___RNAseq.g23081.t1",213.955649941239,2.34952786216954,0.682728289072516,3.4413805605761,0.000578753919140686,0.0285270562715488,459,161,22,25,100,149,180,181,546,89,273
"Pocillopora_acuta_HIv2___TS.g21338.t1",218.872758086954,0.639264528480679,0.198601330303958,3.21883306371759,0.00128713394646801,0.0440433834045962,317,182,240,239,208,186,214,202,268,212,147
"Pocillopora_acuta_HIv2___RNAseq.g23820.t1",3623.67673901492,2.46097198214887,0.623744844576539,3.94547867376703,7.96407204313666e-05,0.00773656122623431,4845,1094,3318,4051,1137,1390,1708,879,11145,847,5445
"Pocillopora_acuta_HIv2___RNAseq.g25279.t1",2604.17383716386,-5.06350959131663,1.56548270025417,-3.23447176420061,0.00121867970119528,0.0431298362999232,62,82,12963,10023,350,4166,759,63,55,1832,83
"Pocillopora_acuta_HIv2___TS.g17764.t1",284.114384153286,-4.42514748962064,1.38283557355959,-3.20005326318714,0.00137402192920196,0.0452945891374824,22,9,1422,981,21,543,169,15,5,122,12
"Pocillopora_acuta_HIv2___RNAseq.g229.t1",33.2021744048185,3.11440411541036,0.817047971871283,3.81177632480678,0.000137971701740579,0.0112452368875333,43,11,8,2,9,16,22,14,41,6,95
"Pocillopora_acuta_HIv2___RNAseq.g14798.t1",2126.35075879788,0.744174046561541,0.234783560981459,3.16961734224787,0.00152639811317976,0.0482435018916754,2456,2420,2183,2045,1598,1998,2028,1624,4376,1801,1260
"Pocillopora_acuta_HIv2___RNAseq.g1696.t1",72.0754849088633,1.42353405561182,0.444787476650908,3.200481421668,0.00137198213974358,0.0452945891374824,91,64,56,38,41,73,66,64,226,30,49
"Pocillopora_acuta_HIv2___RNAseq.g1728.t1",2495.49936478094,1.51868230225862,0.339647279696171,4.47135129013001,7.77268998171049e-06,0.00164139912638935,5262,2321,1082,1368,2186,1839,1732,2501,3156,2075,2637
"Pocillopora_acuta_HIv2___RNAseq.g21695.t1",399.853589391341,-1.56869292715224,0.29274437929691,-5.35857573395534,8.38805742012467e-08,5.26210802155821e-05,210,538,661,604,463,490,650,312,199,548,58
"Pocillopora_acuta_HIv2___RNAseq.g16765.t1",455.770920593546,-1.21160247462178,0.379600928858099,-3.19177953085225,0.00141399216674131,0.0459290647512478,307,492,628,870,461,598,679,407,261,637,48
"Pocillopora_acuta_HIv2___RNAseq.g26329.t1",2612.96731174915,-4.14907182716381,1.11410823050428,-3.72411917761869,0.00019599832677288,0.0139685365167384,213,171,12547,6843,1466,3330,2516,93,223,3376,106
"Pocillopora_acuta_HIv2___TS.g17825.t1",201.42881927535,1.83306960185281,0.414491677292784,4.42245213179029,9.7586974408571e-06,0.00187059772611689,360,165,95,162,88,356,97,182,312,120,189
"Pocillopora_acuta_HIv2___TS.g27323.t1a",148.805522977024,-9.66556131025479,2.90082307144606,-3.33200649339724,0.00086222244390529,0.0365025133614055,0,0,731,478,15,285,65,0,0,174,0
"Pocillopora_acuta_HIv2___RNAseq.g25451.t1",1225.01267810725,0.9816967402296,0.303997749849159,3.22928949545419,0.00124098203292499,0.0432505219623116,1721,1883,989,890,1087,664,870,915,2280,687,1163
"Pocillopora_acuta_HIv2___RNAseq.g25844.t1",92.6078034058933,-3.83992510228648,1.16343129244959,-3.30051729501066,0.000965067652479177,0.0383470835731745,5,8,471,228,29,102,117,16,22,99,2
"Pocillopora_acuta_HIv2___RNAseq.g21512.t2",2257.82007072998,-0.686456240174453,0.168244774342338,-4.08010437683893,4.5015483070045e-05,0.00538676607234724,1830,3247,2400,2105,3390,2282,3211,2704,2004,2557,640
"Pocillopora_acuta_HIv2___RNAseq.g362.t1",469.035321602683,0.963072203026406,0.288702602663493,3.33586255939975,0.000850351924405479,0.0362248953384209,513,380,431,343,399,451,444,393,613,478,495
"Pocillopora_acuta_HIv2___RNAseq.g30653.t1a",135.972605519267,1.76709525278303,0.411603383958079,4.29319903978974,1.76116989457896e-05,0.00264201008388215,196,81,122,85,102,81,73,69,189,90,227
"Pocillopora_acuta_HIv2___RNAseq.26125_t",4768.00615322473,2.57672177894429,0.488158033864925,5.27845820449464,1.30275371961945e-07,7.09055110667243e-05,9307,3239,2481,2111,1203,5620,1307,3534,8310,2137,7298
"Pocillopora_acuta_HIv2___RNAseq.g12222.t1",2139.14196795824,0.818772217640349,0.218241217698738,3.75168460968994,0.000175650343245688,0.0131750485720008,2668,1843,1728,1793,2030,2065,1824,2704,2511,2308,1722
"Pocillopora_acuta_HIv2___RNAseq.g23642.t1",80.8247427299495,1.49679821203193,0.468151622134668,3.19725093594008,0.00138744170670011,0.0455195217307539,92,72,33,67,70,79,65,45,107,54,120
"Pocillopora_acuta_HIv2___TS.g6329.t1",506.667345748668,0.810488096351425,0.217426622401453,3.72763963952378,0.00019328147411534,0.0139418574116229,593,460,435,565,477,389,468,414,723,567,413
"Pocillopora_acuta_HIv2___RNAseq.g28366.t1",24.8020763957599,-7.14943368221512,1.87673560838261,-3.80950499914934,0.000139245291323042,0.0112453721112825,0,5,125,93,2,26,10,3,0,28,0
"Pocillopora_acuta_HIv2___RNAseq.g24379.t1",95.5662623906258,2.11652046663013,0.635079785546168,3.33268435683231,0.000860124638676355,0.0365025133614055,85,64,34,18,59,45,68,70,155,95,192
"Pocillopora_acuta_HIv2___RNAseq.g14599.t1",589.410959865092,-0.778177394331419,0.217341619436899,-3.58043432430276,0.000343023556356509,0.0208248494536435,481,915,748,805,812,594,672,685,469,572,142
"Pocillopora_acuta_HIv2___RNAseq.g7884.t1",40.8229713576563,-1.325488668499,0.405424935395648,-3.26938121653884,0.00107782980863763,0.0410169718720888,27,45,61,58,63,35,52,59,22,59,4
"Pocillopora_acuta_HIv2___RNAseq.g2273.t1",7333.84151960692,-1.31312248015201,0.288319064998055,-4.55440738946926,5.2533461688102e-06,0.0012358496862126,5129,10923,11793,7303,14497,3994,12723,7546,5950,6239,1307
"Pocillopora_acuta_HIv2___TS.g13327.t1",60.9555400595452,2.15363242872667,0.369616078704407,5.82667408916753,5.65428803189909e-09,5.08935090592935e-06,128,28,50,31,43,35,21,33,128,33,83
"Pocillopora_acuta_HIv2___RNAseq.g7229.t1",4378.58002048162,-0.479674510898949,0.128514632094546,-3.7324505628749,0.000189625921845605,0.0137689461107057,3762,5892,5145,4812,6048,4542,5288,5291,4148,4341,1438
"Pocillopora_acuta_HIv2___RNAseq.g10431.t1",68.7294590153754,2.69051446234146,0.503574377149525,5.34283431490512,9.15043954645318e-08,5.57154116149041e-05,116,37,27,34,19,100,22,45,115,46,107
"Pocillopora_acuta_HIv2___RNAseq.g12168.t1",120.73527915973,3.19926868139509,0.62270247741479,5.1377163210867,2.78097258851088e-07,0.000122492967079473,270,73,36,35,17,130,26,93,278,30,187
"Pocillopora_acuta_HIv2___RNAseq.g15095.t1",3388.78713651443,0.427596787172636,0.134826449193198,3.17146071658326,0.00151674380644517,0.0481589421488159,4102,3483,3523,3457,3449,3402,3481,3210,5379,3350,1598
"Pocillopora_acuta_HIv2___RNAseq.g26224.t1",21.6146375877716,-6.36533078830348,1.48039461647456,-4.29975272637914,1.70988785523229e-05,0.0026220813614088,0,9,19,69,9,56,49,10,0,35,0
"Pocillopora_acuta_HIv2___RNAseq.g13974.t1",468.468205432476,-4.15659469679195,1.21247674899392,-3.42818507673733,0.00060763106247922,0.0292594070148446,26,28,2133,1763,101,602,296,23,49,466,13
"Pocillopora_acuta_HIv2___RNAseq.g30741.t1",157.134980424516,-4.19771046008016,1.19264859392382,-3.51965405523991,0.00043211000824023,0.0239826846932688,9,12,816,522,29,152,160,25,11,103,9
"Pocillopora_acuta_HIv2___RNAseq.g12773.t1",190.579603404753,1.3771929384798,0.347033294436128,3.9684749577631,7.23340568666564e-05,0.00732180708270206,278,154,217,166,126,165,94,141,351,111,199
"Pocillopora_acuta_HIv2___RNAseq.g18561.t1",111.334199092351,2.75115418440979,0.459405970825471,5.98850332629864,2.11780808745411e-09,1.99285741029432e-06,142,39,42,40,39,45,78,39,285,60,222
"Pocillopora_acuta_HIv2___TS.g27426.t1",190.45672611944,1.03060522301948,0.236137637088282,4.36442591586609,1.27457034100086e-05,0.00224858993419214,265,182,183,146,144,184,138,148,295,208,162
"Pocillopora_acuta_HIv2___TS.g2343.t1",24.2478530280381,-7.54831574278198,1.71097002242762,-4.41171712177166,1.02554043588797e-05,0.00188176434410638,0,20,62,22,15,45,97,0,0,34,0
"Pocillopora_acuta_HIv2___RNAseq.g23880.t1",149.951644620428,2.96574005231491,0.90976049182802,3.25991299793171,0.001114463942104,0.0415773589714337,85,22,29,39,18,663,15,456,228,27,67
"Pocillopora_acuta_HIv2___RNAseq.g19484.t2",529.294932085514,2.74493125021244,0.563371461771716,4.87232924717213,1.10290166607609e-06,0.000380537838185121,1335,374,224,154,113,675,168,231,1274,166,660
"Pocillopora_acuta_HIv2___RNAseq.g10694.t1",37.4080597148993,1.48873310358338,0.316832049784897,4.69880842103603,2.61683779110191e-06,0.000738330881144586,70,30,25,31,24,24,28,29,69,43,31
"Pocillopora_acuta_HIv2___RNAseq.g4855.t1",169.017175858178,1.14996938406557,0.361557819666777,3.18059608038742,0.00146972393331057,0.0470266226698538,240,132,100,75,176,182,156,140,243,178,170
"Pocillopora_acuta_HIv2___RNAseq.g8341.t1",145.398317967457,-0.760078790975811,0.23644907340629,-3.2145560142237,0.00130646422250963,0.0441935005463959,107,202,155,166,176,158,253,139,126,182,38
"Pocillopora_acuta_HIv2___RNAseq.g19869.t1",2120.47941641532,-3.884921561522,1.16251613613572,-3.34182162359977,0.00083230529121724,0.0357476849352268,171,206,11135,6501,320,2546,2496,148,254,1076,118
"Pocillopora_acuta_HIv2___RNAseq.g18508.t2",1751.6625431877,-5.65406070900785,1.58474557733812,-3.5678034315798,0.000359986394060078,0.0213758272704076,27,60,9236,7352,205,1870,539,36,48,1130,31
"Pocillopora_acuta_HIv2___RNAseq.g16462.t1",115.61041026112,-1.87971119526961,0.568034575494835,-3.30914926020502,0.000935799340475531,0.0376905018414873,31,302,48,77,324,80,228,87,56,105,37
"Pocillopora_acuta_HIv2___RNAseq.g18342.t1",981.386768020128,1.3115644602925,0.282328279596646,4.64552988516167,3.39204662415512e-06,0.000876173346577831,1190,841,601,619,776,806,1067,698,2065,603,1067
"Pocillopora_acuta_HIv2___TS.g15380.t1",68.4731936583308,1.52318401732562,0.326456360837829,4.66581203508019,3.0740061372004e-06,0.000815872757081059,121,64,54,39,49,62,37,57,127,37,72
"Pocillopora_acuta_HIv2___RNAseq.g26989.t1",2054.90539034989,0.438452912026892,0.119051882681472,3.68287256069683,0.000230620466068914,0.0158089565846313,2459,2282,1898,1939,2265,1929,1948,2146,2597,2184,1261
"Pocillopora_acuta_HIv2___RNAseq.g1906.t1",60.0232098572749,2.62689765431154,0.708098928845244,3.7097890524922,0.000207432009287873,0.0145568049365341,66,37,29,19,13,24,32,34,47,37,160
"Pocillopora_acuta_HIv2___RNAseq.g23641.t1",399.103471408717,1.54479693467044,0.318505057155861,4.85014884367909,1.23368862301527e-06,0.000411932610865518,588,235,197,226,426,360,309,315,737,306,456
"Pocillopora_acuta_HIv2___RNAseq.g10258.t1",619.928635941385,-3.03343189269588,0.916473593615486,-3.30989557563683,0.000933307833090907,0.0376905018414873,70,2271,180,60,304,1154,1349,1380,125,477,67
"Pocillopora_acuta_HIv2___RNAseq.g11664.t1",231.73237729738,-7.40163855973365,1.74236922188772,-4.24803105263449,2.15657508146936e-05,0.00305654164473461,0,13,1620,476,16,122,257,7,4,244,2
"Pocillopora_acuta_HIv2___RNAseq.g13920.t1",104.866316857283,-4.628145772622,1.45070087451027,-3.19028261024822,0.00142133727981672,0.0459758193230714,7,0,465,380,50,162,98,5,4,60,3
"Pocillopora_acuta_HIv2___RNAseq.g5193.t1",232.746488226556,0.787975042010948,0.182376303346224,4.32059992199236,1.55605573893054e-05,0.0024971678997938,350,193,206,222,264,192,194,227,318,239,160
"Pocillopora_acuta_HIv2___RNAseq.g24970.t3a",371.575363656534,-0.911483507140368,0.254879143212391,-3.5761400311238,0.0003487049150274,0.021046324055094,312,460,575,334,642,371,498,403,327,396,71
"Pocillopora_acuta_HIv2___RNAseq.g30997.t1",313.866474699739,-3.38475194971773,1.00981845624353,-3.35184203535833,0.000802758086455453,0.0352023075715724,20,97,1663,496,105,173,536,46,34,482,49
"Pocillopora_acuta_HIv2___TS.g24016.t1",53.5600045607748,2.43949378574362,0.684829083067923,3.56219361306194,0.000367768993628842,0.0214888320321333,39,26,20,9,24,33,40,31,88,32,127
"Pocillopora_acuta_HIv2___RNAseq.g25645.t1",54.790302495998,0.928337528622124,0.266130408941511,3.48828054754972,0.000486137703844642,0.0255005988043797,89,44,47,57,40,63,53,48,75,54,35
"Pocillopora_acuta_HIv2___TS.g25007.t2",3010.82952547684,1.62839015237322,0.501996924721779,3.24382495624992,0.00117936198715111,0.0426093400663216,3927,2297,864,1194,3192,2083,2358,2264,3805,2981,4712
"Pocillopora_acuta_HIv2___RNAseq.g10268.t1",110.115534615836,1.15598142623596,0.354592326279368,3.26002944949578,0.00111400646210326,0.0415773589714337,130,141,84,73,77,92,72,103,185,81,119
"Pocillopora_acuta_HIv2___TS.g5749.t1",371.234969343682,0.575736423208477,0.180129032115799,3.19624447234222,0.00139229088453438,0.0456063384361246,481,329,395,337,403,326,385,277,500,399,262
"Pocillopora_acuta_HIv2___RNAseq.g8055.t1",1901.8407277663,0.88364110087665,0.271498039471219,3.25468685739928,0.00113517456000966,0.0416673470590778,2397,1685,1622,1911,1870,1497,1314,2686,2360,1642,1570
"Pocillopora_acuta_HIv2___RNAseq.g26374.t1",1076.83010709797,0.45907710624417,0.141928625576787,3.23456317834767,0.00121828963652679,0.0431298362999232,1358,965,1187,1188,1055,961,1140,1081,1544,1089,559
"Pocillopora_acuta_HIv2___RNAseq.g28766.t1",87.9904749147292,2.20760881720627,0.55906092881816,3.94878036258607,7.85503811305265e-05,0.00771122052454984,117,40,32,44,73,46,50,56,87,71,184
"Pocillopora_acuta_HIv2___RNAseq.g5377.t1",941.733726243991,-2.98111333153305,0.642018830173875,-4.64334251804684,3.42817317519101e-06,0.000876173346577831,74,766,1723,2940,436,2653,925,714,134,579,61
"Pocillopora_acuta_HIv2___RNAseq.g7663.t1",963.188965996163,-0.755516187813776,0.22719455456253,-3.32541503588652,0.000882870041873189,0.0369874234654784,973,1369,1652,978,1130,804,1605,906,742,779,289
"Pocillopora_acuta_HIv2___RNAseq.g20836.t1",3951.5687349336,0.31728209743277,0.0825857230605595,3.84185166242487,0.000122109628830144,0.0101931997421034,4632,4334,4136,3962,4445,3829,4233,3720,5146,3644,2254
"Pocillopora_acuta_HIv2___TS.g20032.t1a",437.148910606131,-0.700475624175461,0.191497368638556,-3.65788641982639,0.000254303687074072,0.0167662258911065,387,478,639,467,630,432,616,533,324,443,131
"Pocillopora_acuta_HIv2___RNAseq.g10587.t1",683.710730284015,2.30204045434329,0.612763710169096,3.7568159082202,0.000172088993765275,0.0131060256965005,1142,749,301,199,167,834,231,357,1413,245,1061
"Pocillopora_acuta_HIv2___RNAseq.g5017.t1",177.568856275948,-1.87015212910717,0.446303273118575,-4.19031685795032,2.78565178451107e-05,0.00374471189889274,84,159,144,261,322,279,363,145,40,280,27
"Pocillopora_acuta_HIv2___RNAseq.g8385.t1",669.773099887646,-0.677067637612129,0.173139108592145,-3.91054131627225,9.20895056273835e-05,0.00839840064096077,599,1121,837,672,923,738,823,680,561,656,196
"Pocillopora_acuta_HIv2___TS.g30183.t1",10214.9028717167,-1.52861278880667,0.307646368753416,-4.96873340322727,6.73916481842001e-07,0.000253662163765329,4209,9151,13578,17780,17309,13447,9194,18720,4541,10795,1397
"Pocillopora_acuta_HIv2___RNAseq.g16532.t1",36.1668798325499,1.48679021248513,0.464097980580151,3.20361276001793,0.00135714882834532,0.0449531120710478,76,19,28,21,19,40,40,24,43,28,39
"Pocillopora_acuta_HIv2___RNAseq.g5488.t1",1271.34568374007,-1.57220957648203,0.495902159270751,-3.17040276411387,0.00152227772246037,0.0481868400770254,712,1456,669,888,4068,710,3587,1065,842,928,313
"Pocillopora_acuta_HIv2___TS.g13708.t1",1733.90172161188,1.11759741224216,0.339228827571289,3.29452370025155,0.000985886305148968,0.0390992687532451,2075,1709,1687,1434,1206,2482,860,1481,3501,1361,1219
"Pocillopora_acuta_HIv2___RNAseq.g13870.t1",269.467443071165,-1.38292234911868,0.335649435852961,-4.12013905402334,3.78643810134043e-05,0.00478027405784484,183,333,552,343,414,233,419,180,179,321,42
"Pocillopora_acuta_HIv2___RNAseq.g17006.t1",164.947108963423,1.76659638201421,0.542274366748837,3.25775380570854,0.00112297786154702,0.0415971140142594,117,161,83,93,56,261,86,125,348,163,201
"Pocillopora_acuta_HIv2___RNAseq.g24124.t1",118.357830838281,-5.59109539000876,1.67194483769615,-3.34406689978658,0.000825598259862789,0.0356084392004774,0,7,688,436,11,136,24,8,11,71,0
"Pocillopora_acuta_HIv2___RNAseq.g22413.t1",116.220452033306,3.53291235681886,0.731918247041956,4.82692209286639,1.38659332153451e-06,0.000455638967339799,314,57,8,9,48,64,16,89,297,45,183
