"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"Pocillopora_acuta_HIv2___RNAseq.g4805.t1",12.7012733030634,2.48231171599095,1.0739224135832,2.31144418311244,0.0208083328664701,0.221804560405221
"Pocillopora_acuta_HIv2___RNAseq.g28983.t1",253.299698553046,-0.314326471973717,0.460655875568677,-0.682345517867719,0.495020497364691,0.803174100768198
"Pocillopora_acuta_HIv2___RNAseq.g11539.t1",252.488784569056,-0.423062383378672,0.235497571772598,-1.79646176474036,0.0724211083993119,0.382170123892552
"Pocillopora_acuta_HIv2___TS.g30900.t1",276.055437002395,0.787901366134295,0.329069137228195,2.39433382531987,0.016650586539071,0.198758448966137
"Pocillopora_acuta_HIv2___RNAseq.g793.t1",10001.8280566856,-0.460552192470879,0.20523067087093,-2.2440709788476,0.0248278348625072,0.242742691600819
"Pocillopora_acuta_HIv2___RNAseq.g9819.t1",7.19268595539844,-0.686609941647203,2.00876526245794,-0.341806956979664,0.732496173683043,0.911348664966337
"Pocillopora_acuta_HIv2___RNAseq.g11061.t1",46.1698254511755,-0.513897759021056,1.27269239327443,-0.403787876580988,0.686368712273793,0.894172084217081
"Pocillopora_acuta_HIv2___RNAseq.g16900.t1",1600.14432282428,0.813775186787201,0.522460267704554,1.55758291508472,0.11933215130174,0.475746832373379
"Pocillopora_acuta_HIv2___RNAseq.g30807.t1",354.56185641816,0.517120265975561,0.335648658669827,1.54065941459413,0.123399699367818,0.482008821607963
"Pocillopora_acuta_HIv2___RNAseq.g26238.t1",197.765036571405,-0.317177851971415,0.307122126126509,-1.03274178246853,0.301724754673707,0.679806234073122
"Pocillopora_acuta_HIv2___RNAseq.g791.t1",5.44432930589034,1.90549937069855,0.943575422826151,2.01944574286525,0.0434409112429154,0.310664063717642
"Pocillopora_acuta_HIv2___RNAseq.g18201.t1",14.711174480922,1.30624600315368,0.749145839692599,1.74364714311126,0.0812206374399145,0.402914148417476
"Pocillopora_acuta_HIv2___RNAseq.g19818.t1",106.488818387527,0.0777824599150006,0.431811628726342,0.180130535493973,0.85705009082032,0.956635161569576
"Pocillopora_acuta_HIv2___RNAseq.g18659.t1",104.369235851955,0.0332368906979894,0.398304488690504,0.0834459355636727,0.93349696454982,0.981915983655358
"Pocillopora_acuta_HIv2___TS.g12561.t1",34.4309368250376,-0.259783608533708,0.519985945147693,-0.499597365963268,0.617358612951033,0.864388712775393
"Pocillopora_acuta_HIv2___RNAseq.g22946.t1",2860.98113585339,-0.73875997946415,0.43489611503634,-1.69870448118953,0.0893748786870052,0.419106710460513
"Pocillopora_acuta_HIv2___RNAseq.g19435.t1",5.96772087986151,6.25650136106413,2.20931458428069,2.83187437659591,0.00462760255076234,0.104973835132647
"Pocillopora_acuta_HIv2___RNAseq.g6933.t1",18.2326604547379,0.407342498020119,1.0028741407859,0.406175093617335,0.684613952941788,0.893623922011413
"Pocillopora_acuta_HIv2___RNAseq.g25007.t1",18.1387755191255,0.224778940728336,0.806245663247513,0.278797085026093,0.780400551611464,0.928984942252922
"Pocillopora_acuta_HIv2___RNAseq.g10920.t1",120.415979419684,-0.431589531389587,0.398608969638557,-1.08273913600322,0.278924227674841,0.661070388955275
"Pocillopora_acuta_HIv2___RNAseq.g16902.t1",50.8184040460599,0.2628879178025,0.761095891926985,0.345407090737155,0.729788347200075,0.910695264804384
"Pocillopora_acuta_HIv2___RNAseq.213_t",22.9001216952644,-1.16303818637517,1.18730568371049,-0.979560868217626,0.327302929080161,0.698006381032182
"Pocillopora_acuta_HIv2___TS.g21128.t1",1025.22919559447,-2.63478958784783,1.10124328633671,-2.39255904715885,0.0167313356587933,0.199216470782309
"Pocillopora_acuta_HIv2___RNAseq.g6825.t1",26.1079911206405,-0.136258135464493,0.417651895128914,-0.326248095731577,0.744236655140006,0.915485664775532
"Pocillopora_acuta_HIv2___RNAseq.g11044.t1",6413.87486507807,1.11378082256666,0.637727128483191,1.74648493504697,0.0807267225895816,0.402162121183876
"Pocillopora_acuta_HIv2___TS.g12273.t1",55.3121986835578,1.73361124731838,1.31283620017132,1.32050841307708,0.186665328990072,0.568568858457104
"Pocillopora_acuta_HIv2___RNAseq.g28288.t1",129.634486887071,-0.0473604979347048,0.32258962802302,-0.146813455302181,0.883279263975142,0.966407002569452
"Pocillopora_acuta_HIv2___RNAseq.g5065.t1",239.676228157706,0.0758267591856858,0.22867643677002,0.331589735508888,0.740199071351887,0.914077600643869
"Pocillopora_acuta_HIv2___RNAseq.g20607.t1",1116.0502274207,0.0344406477730172,0.308726815400033,0.111557033775607,0.91117464137126,0.973819969570302
"Pocillopora_acuta_HIv2___RNAseq.g12599.t1",13.259140561533,0.921009030095078,0.857522765468155,1.07403449469037,0.282807221527423,0.664115182115975
"Pocillopora_acuta_HIv2___RNAseq.g29077.t1",79.7861188640181,0.451733030502289,0.452446161516665,0.998423832325187,0.31807388186011,0.690481228810822
"Pocillopora_acuta_HIv2___RNAseq.g28116.t1",708.669498219815,-0.0824586385417564,0.17783615734757,-0.463677576999124,0.642878764591103,0.876479067053279
"Pocillopora_acuta_HIv2___RNAseq.g6391.t1",28.2860568806002,0.0536435953594426,0.651843746912826,0.0822951752064848,0.934411991035651,0.981921258933481
"Pocillopora_acuta_HIv2___RNAseq.g22735.t1",43.8025389124797,0.791585855777959,0.488372129013583,1.62086615666789,0.105046346432392,0.450878255395715
"Pocillopora_acuta_HIv2___RNAseq.g29278.t1",192.922837674326,0.0556877735534711,0.287181357945818,0.193911519716324,0.84624516347641,0.953103264789623
"Pocillopora_acuta_HIv2___RNAseq.10518_t",510.383539935862,-0.0556004529131547,0.277225016778007,-0.200560734234449,0.841042063683122,0.95146008687139
"Pocillopora_acuta_HIv2___RNAseq.g1409.t1a",44.7458085046914,0.0631111214805678,0.441796456466855,0.142851126478654,0.886407758010258,0.966736018944508
"Pocillopora_acuta_HIv2___TS.g6615.t1",353.170335379812,0.198805253797249,0.183311194222425,1.08452325915254,0.278132859966486,0.660060050550514
"Pocillopora_acuta_HIv2___RNAseq.g23899.t1",101.208669158761,-0.047000240202805,0.774915369376758,-0.0606520944869192,0.951636284455973,0.987665701641047
"Pocillopora_acuta_HIv2___RNAseq.g4772.t1",161.453163257825,-1.40831579391764,0.782000448474216,-1.80091430467265,0.0717163879810397,0.380308135169667
"Pocillopora_acuta_HIv2___RNAseq.g13698.t1",72.1292162201344,-0.795574402650113,0.309190366668292,-2.57308923050513,0.0100795217052554,0.153515566014355
"Pocillopora_acuta_HIv2___RNAseq.g438.t1",2792.43530055467,-0.109259401524676,0.407224067522851,-0.268302908001735,0.788466167997998,0.93258275025834
"Pocillopora_acuta_HIv2___RNAseq.g12788.t1",3.65930509815964,5.77627876696094,2.8269830731707,2.04326613122673,0.0410261004074472,NA
"Pocillopora_acuta_HIv2___RNAseq.g5325.t1",301.599187668826,-0.0507857198917214,0.234791962926736,-0.21630092980469,0.828753184341106,0.946578091947411
"Pocillopora_acuta_HIv2___RNAseq.12371_t",2875.83000172632,-0.101239956751992,0.506221521909497,-0.199991411605949,0.841487297985056,0.951485404533684
"Pocillopora_acuta_HIv2___RNAseq.g8913.t1",219.240867445945,0.542354263789994,0.308106704861729,1.76028062756177,0.0783602371567929,0.396777784768983
"Pocillopora_acuta_HIv2___RNAseq.g9165.t1",8.59832560818356,0.915349653820385,1.8676577303478,0.490105675652854,0.624059122064467,0.867948822675441
"Pocillopora_acuta_HIv2___RNAseq.g7366.t1",59.6072358187642,0.906117347304527,0.278536703068283,3.25313446064015,0.00114139473247254,0.0472312355493565
"Pocillopora_acuta_HIv2___RNAseq.g29557.t1",19.8558862810791,-0.0411523101206242,1.30568241503145,-0.0315178558329843,0.9748565523232,0.994160384114159
"Pocillopora_acuta_HIv2___RNAseq.g18203.t1",114.231796904201,1.12296101726703,0.600296628873502,1.87067686749189,0.0613898830244135,0.357493301791319
"Pocillopora_acuta_HIv2___RNAseq.g25815.t3",2608.12413824144,0.00909512625436371,0.159932401724551,0.0568685654457194,0.954649894913909,0.988711133537941
"Pocillopora_acuta_HIv2___RNAseq.g4711.t1",486.281622270252,-0.181363528657612,0.388480232144893,-0.466853944295338,0.640604377994738,0.874986361017452
"Pocillopora_acuta_HIv2___RNAseq.g19846.t1",14.1332727736641,-0.233796769955548,1.09702631650736,-0.213118652157675,0.831234416510516,0.947678197791189
"Pocillopora_acuta_HIv2___RNAseq.g7070.t1",107.475660484413,0.290129142986702,0.356610193887577,0.813575012603722,0.415888457335402,0.758915663076408
"Pocillopora_acuta_HIv2___RNAseq.g15255.t1",314.170526295009,0.0269175392607053,0.238549362885902,0.112838445406287,0.910158637946338,0.973265178630151
"Pocillopora_acuta_HIv2___RNAseq.g23927.t1",134.330905879751,-0.227006722754785,0.252717160782193,-0.898263980380947,0.369044830759643,0.729400412224575
"Pocillopora_acuta_HIv2___RNAseq.g7217.t1",14.8156365541824,0.477696964474168,0.514315643478207,0.928801156510825,0.352992145011079,0.718428118439231
"Pocillopora_acuta_HIv2___TS.g10887.t1",42.803373316986,0.192476501742366,0.535253382908755,0.359598851475503,0.719147142593401,0.906599828385038
"Pocillopora_acuta_HIv2___RNAseq.g24892.t1",692.019136410915,0.247876222171589,0.155109448101065,1.59807300719734,0.110026730123893,0.459640619975583
"Pocillopora_acuta_HIv2___RNAseq.g22737.t1",14.0537264638799,-3.46280077772932,1.34543708444558,-2.5737366821253,0.0100606808870645,0.153390510977263
"Pocillopora_acuta_HIv2___RNAseq.g19437.t1",4.54675641409935,-1.78975483137985,1.90140875432701,-0.941278316567615,0.346562251640488,0.71346230730998
"Pocillopora_acuta_HIv2___RNAseq.g4770.t1",4245.72692955522,-0.621525850691313,0.510618265569661,-1.21720254170289,0.223527163382446,0.608084444408724
"Pocillopora_acuta_HIv2___RNAseq.g30836.t1",74.5662060301773,0.772727114893253,0.467204307211307,1.65393833696778,0.0981400422106238,0.43751432293742
"Pocillopora_acuta_HIv2___RNAseq.g28850.t1",254.561339755414,-0.36757697213148,0.419883593263989,-0.875425899054783,0.381342212952895,0.737119393968401
"Pocillopora_acuta_HIv2___TS.g1166.t1",198.543082884489,0.0603637190464099,0.474470873871356,0.127223234071005,0.898763716669172,0.970813446651223
"Pocillopora_acuta_HIv2___RNAseq.g19861.t1",1179.5756477871,-0.362649956937507,0.293353269385584,-1.23622265297081,0.216375812557264,0.600327036126318
"Pocillopora_acuta_HIv2___RNAseq.g18020.t1",12.9145277302717,-0.238144616518272,1.11470729745921,-0.213638698751755,0.830828818795532,0.947554194198884
"Pocillopora_acuta_HIv2___TS.g28074.t1",17.9204067181339,-0.518766838289678,0.74811716672288,-0.693429934995518,0.488039781660311,0.798828419671804
"Pocillopora_acuta_HIv2___RNAseq.g8911.t1",276.584156811677,0.49945498370475,0.432796026411019,1.15401933757688,0.248492241014706,0.633886802357905
"Pocillopora_acuta_HIv2___RNAseq.g10537.t1",157.68371157109,0.0346273113751589,0.286657694785063,0.120796727264281,0.903852042388067,0.972133026779762
"Pocillopora_acuta_HIv2___TS.g31509.t1",434.657389543282,0.0210121181740876,0.318751437555724,0.0659200734441056,0.947441459044244,0.985339117406013
"Pocillopora_acuta_HIv2___RNAseq.g17108.t1",55.7905122938088,1.80876877501392,0.33360592531836,5.42187244812218,5.89779612024909e-08,4.07711176500984e-05
"Pocillopora_acuta_HIv2___RNAseq.g27786.t1",247.175502447051,0.67320061486355,0.18871379089213,3.56731011380273,0.000360664556554617,0.0234172920918776
"Pocillopora_acuta_HIv2___RNAseq.g15804.t1",354.989451563685,-0.0800407643566177,0.215983495877971,-0.370587410076186,0.710944860710093,0.902722960328237
"Pocillopora_acuta_HIv2___RNAseq.g1078.t1",1895.35560896073,0.268895100060826,0.133485116682854,2.01442008474766,0.0439654474094213,0.312006001180869
"Pocillopora_acuta_HIv2___RNAseq.g22972.t1",56.6599213854994,-0.208208335156805,0.51411480371251,-0.404984127384191,0.685489178299632,0.893855070555037
"Pocillopora_acuta_HIv2___RNAseq.g7072.t1",358.121274298973,0.771120955291011,0.5181701176184,1.48816176207771,0.136708238700843,0.502313365177101
"Pocillopora_acuta_HIv2___RNAseq.g15257.t1",343.600375295671,1.17593057837748,0.453916909942364,2.59062959017498,0.00958005444870891,0.150113066508303
"Pocillopora_acuta_HIv2___RNAseq.g25817.t1",48.6078514000792,-0.0129276605819694,0.557931751818025,-0.0231706844786025,0.981514122724294,0.995536545949998
"Pocillopora_acuta_HIv2___RNAseq.g13155.t1",2387.02670757384,-0.262916868214756,0.175254780079076,-1.50019798658916,0.133563124658672,0.49765098694432
"Pocillopora_acuta_HIv2___RNAseq.g25362.t1",8.10737608464636,1.77538325264199,1.83780255502056,0.966035904015885,0.334026215369849,0.703679498615483
"Pocillopora_acuta_HIv2___RNAseq.g11092.t1",63.9792954267701,-0.154095810107929,0.252226330132058,-0.610942600747706,0.54123758072625,0.828258739682081
"Pocillopora_acuta_HIv2___RNAseq.g4455.t1",11.4060112039965,0.509536596685187,1.44379825768241,0.352913985021078,0.724152926060413,0.908966114338847
"Pocillopora_acuta_HIv2___RNAseq.g27623.t1",6.86979330042053,0.842758083169576,1.56085843261109,0.539932427926703,0.5892436334161,0.852964362863338
"Pocillopora_acuta_HIv2___RNAseq.g23092.t1",17.0168881012568,-0.16864486578625,1.69199153539315,-0.0996724051264619,0.920604408940551,0.978116175198386
"Pocillopora_acuta_HIv2___RNAseq.g22283.t1",2278.87793375814,-0.344144049283992,0.327865137512313,-1.04965124348138,0.293878487901142,0.673701385459029
"Pocillopora_acuta_HIv2___RNAseq.g1339.t1",7.71706322134385,-0.903544869394289,0.877891739562204,-1.02922129082212,0.303375699700599,0.680623634238577
"Pocillopora_acuta_HIv2___RNAseq.g31390.t1",7.62352640480327,-1.62845766131594,0.876352433234325,-1.85822233106131,0.0631374480854798,0.362388908376341
"Pocillopora_acuta_HIv2___RNAseq.g18022.t1",272.64468328018,0.372925054901219,0.903297231462678,0.412848663664511,0.679717495024536,0.892319035023274
"Pocillopora_acuta_HIv2___RNAseq.g18887.t1",6.22427986482417,-0.0276548500311993,1.21930081183858,-0.0226809084047919,0.981904804804727,0.995536545949998
"Pocillopora_acuta_HIv2___RNAseq.g6132.t1",1863.00385395082,0.727669884901113,0.184762374475672,3.93840946765342,8.20235313651835e-05,0.00941812013557754
"Pocillopora_acuta_HIv2___RNAseq.g4791.t1",15.4785240543863,0.460489176083177,0.633221505828505,0.72721657720812,0.467093292687136,0.787756073566884
"Pocillopora_acuta_HIv2___RNAseq.g10956.t1",342.537808447493,0.198001736831837,0.795807095659139,0.248806196767873,0.803510697490299,0.937300143481688
"Pocillopora_acuta_HIv2___RNAseq.g10491.t1",174.044673111023,-0.689710333148455,0.477737551182314,-1.44370131977599,0.148823010040076,0.522284210924032
"Pocillopora_acuta_HIv2___RNAseq.g6347.t1",33.4660730267738,0.523417094717883,1.03757485333743,0.504462008725708,0.613936752861105,0.862841618107405
"Pocillopora_acuta_HIv2___RNAseq.g24699.t1",415.847344607287,0.212305157433946,0.380668486639575,0.557716661308402,0.577037878587078,0.845664727541006
"Pocillopora_acuta_HIv2___RNAseq.g15806.t1",59.3835204834774,0.807247298040774,0.437165851815907,1.84654701342206,0.0648128196654153,0.366450060925555
"Pocillopora_acuta_HIv2___RNAseq.g11907.t1",4.8996927760075,-0.225127134591535,2.23725279953926,-0.100626596439123,0.919846882957942,0.977553619793127
"Pocillopora_acuta_HIv2___RNAseq.g16435.t1",1112.74169279223,0.0483762101628493,0.285031118814853,0.169722556484343,0.865228333924449,0.959896646943223
"Pocillopora_acuta_HIv2___RNAseq.g21252.t1",463.825212768796,0.593954879894127,0.232628550223173,2.55323295151999,0.0106728087355754,0.158522219442263
"Pocillopora_acuta_HIv2___RNAseq.g8515.t1",7.36149660894758,0.0621346397764831,0.746989211646153,0.0831801032836283,0.933708333185706,0.981918597905898
"Pocillopora_acuta_HIv2___TS.g12010.t1",11.2402424640652,-3.3622760835364,1.34745921146782,-2.49527114061864,0.0125860915621997,0.174013821222319
"Pocillopora_acuta_HIv2___RNAseq.g28471.t1",76.9460321072837,0.496671039999102,0.357583499229203,1.38896520971944,0.16484332946561,0.542112440990584
"Pocillopora_acuta_HIv2___RNAseq.g6215.t1",66.79965131203,-0.321041361954946,0.514081340273734,-0.624495263305999,0.532302380104811,0.823649449768498
"Pocillopora_acuta_HIv2___RNAseq.g29686.t2",1446.50243853666,-0.429917842608394,0.202422492541701,-2.12386398966917,0.0336815183228266,0.278848329221457
"Pocillopora_acuta_HIv2___TS.g17100.t1",77.5216661957957,-0.313017872118508,0.555026804115745,-0.563968928702824,0.572775278208295,0.843621389836306
"Pocillopora_acuta_HIv2___RNAseq.g8452.t1",9.91743531966836,0.776612014001876,1.34897956859734,0.575703318330752,0.564815732040174,0.838778656992102
"Pocillopora_acuta_HIv2___RNAseq.g10493.t1",41.7341474682073,0.124682209459102,0.610097027704115,0.204364558090538,0.838068624234347,0.950318042524159
"Pocillopora_acuta_HIv2___RNAseq.g27542.t1",159.590588717211,0.0379695763131793,0.238359827518565,0.159295199650293,0.873436302594536,0.96251453240969
"Pocillopora_acuta_HIv2___RNAseq.g16192.t1a",1.70848593917447,0.392413087729757,3.75431033575164,0.104523348534317,0.916754040309731,NA
"Pocillopora_acuta_HIv2___RNAseq.g2968.t1",7.54696794044498,1.56089900937424,1.86491912400084,0.836979464302782,0.402604111249343,0.750408848071577
"Pocillopora_acuta_HIv2___RNAseq.g16192.t1b",187.965285959892,0.156539585752387,0.296276943028281,0.528355612665563,0.59725253925864,0.85615924633127
"Pocillopora_acuta_HIv2___RNAseq.g11012.t1",22.0930927602593,0.372699461765263,1.18419758613602,0.314727429044476,0.752968616451033,0.919762594107022
"Pocillopora_acuta_HIv2___TS.g3931.t1b",65.6227272882258,0.820866943920257,0.475824790524685,1.72514539020781,0.0845012742829593,0.409424438414074
"Pocillopora_acuta_HIv2___RNAseq.g17851.t1",524.130579275691,-1.90523926360594,0.786826973852266,-2.42142088021968,0.0154599660678796,0.192674549224947
"Pocillopora_acuta_HIv2___RNAseq.g16054.t1",1468.30293108879,0.643743110419349,0.429412418942726,1.49912550737199,0.133841075509429,0.498174092584718
"Pocillopora_acuta_HIv2___TS.g30828.t1",209.455911136314,-0.867900395822955,1.06481585388478,-0.815070880712929,0.415031738591798,0.758310477601184
"Pocillopora_acuta_HIv2___RNAseq.g17641.t1",3.52471220019513,0.512737233921851,2.13600429004197,0.240045039381347,0.810295340768041,NA
"Pocillopora_acuta_HIv2___RNAseq.g20011.t1",89.7254185642573,0.260618143809322,0.306022553771783,0.851630510879531,0.394419199779096,0.745296199213099
"Pocillopora_acuta_HIv2___RNAseq.g22678.t1",5.07516707633382,-0.241073083378273,1.63383109392149,-0.14755079902394,0.882697286642877,0.966321240114308
"Pocillopora_acuta_HIv2___RNAseq.g11543.t1",2292.61777419456,-0.0850634881295376,0.442477277747346,-0.192243743142238,0.847551282805364,0.953538682382959
"Pocillopora_acuta_HIv2___RNAseq.g17580.t1",1008.21193115381,-0.458480512775818,0.519173747583313,-0.883096487274223,0.377184141924828,0.734874593197714
"Pocillopora_acuta_HIv2___RNAseq.g16844.t1",682.745736076015,0.113604573151727,0.196632521692695,0.577750680171173,0.563432457460395,0.838265380437342
"Pocillopora_acuta_HIv2___RNAseq.g28639.t1",530.7259264173,0.645273662956627,0.330407200235645,1.95296489451931,0.0508237551108264,0.331822650034685
"Pocillopora_acuta_HIv2___RNAseq.g9838.t1",853.272324058329,0.113617207297047,0.224602760120902,0.505858464232084,0.612956012576805,0.862467724049834
"Pocillopora_acuta_HIv2___RNAseq.g17400.t1",1038.77076778035,0.119787777207829,0.176034413015339,0.680479317401371,0.496201013394024,0.803899661549032
"Pocillopora_acuta_HIv2___RNAseq.g9577.t1",60.8367379119041,-0.0098063062750112,0.613051505952268,-0.0159958929711441,0.987237668211034,0.996790059487785
"Pocillopora_acuta_HIv2___RNAseq.g14228.t1",83.3027280733228,-0.654795987897675,0.32305777496686,-2.02686961477663,0.0426757487082903,0.308916168044242
"Pocillopora_acuta_HIv2___RNAseq.g4465.t1",1299.75751162845,0.932424369217564,0.546008838392135,1.70770929636108,NA,NA
"Pocillopora_acuta_HIv2___RNAseq.g20032.t1",287.083598800353,-0.329257239518485,0.338750601338242,-0.971975365409675,0.331062804124845,0.701586885596461
"Pocillopora_acuta_HIv2___RNAseq.g30595.t1",860.080297409649,-0.601394099210211,0.306893830417559,-1.95961612650198,0.0500406750381409,0.329438684852205
"Pocillopora_acuta_HIv2___TS.g27171.t2",457.117633746264,-0.418810306358615,0.283986834996362,-1.47475254042667,0.140279084926408,0.508187363148935
"Pocillopora_acuta_HIv2___RNAseq.g2703.t1",438.556221968396,-0.0894558656818984,0.313532783284176,-0.285315828044745,0.775402187585442,0.927379955422107
"Pocillopora_acuta_HIv2___RNAseq.g6714.t1",924.906423998991,-1.09486054370368,0.963070334675537,-1.13684380494655,0.255603587391538,0.639670308961114
"Pocillopora_acuta_HIv2___TS.g12743.t1b",34.3602161539669,0.503403748160581,0.558535087962503,0.901292969788099,0.367432570701681,0.727994784105957
"Pocillopora_acuta_HIv2___RNAseq.g12089.t1",86.1468438577657,-0.239123317874752,0.496134184350768,-0.481973073852317,0.629825074226924,0.870358090778496
"Pocillopora_acuta_HIv2___RNAseq.g11010.t1",48.5037892927157,-0.0187579254757668,0.598841203410737,-0.031323705464704,0.975011385454714,0.994160384114159
"Pocillopora_acuta_HIv2___RNAseq.g28504.t1",205.545686183337,0.587064077284957,0.53045046681232,1.10672742134218,0.268411795962829,0.64914521949165
"Pocillopora_acuta_HIv2___RNAseq.g3063.t2",1133.65500049706,0.198451385692032,0.164647964740655,1.20530725056106,0.228084711608394,0.613165167750623
"Pocillopora_acuta_HIv2___RNAseq.g13604.t1",226.781742412325,-0.221623654798393,0.742271132008652,-0.298575069461019,0.765264289892201,0.92438955029429
"Pocillopora_acuta_HIv2___RNAseq.g13157.t1",1837.51502457771,-0.0358380583211833,0.263395488475254,-0.136061777400376,0.891772443679889,0.96858685380093
"Pocillopora_acuta_HIv2___RNAseq.g21584.t1",481.875461853207,-0.197595944112411,0.208516664203305,-0.947626631508713,0.343319563553824,0.711110163988295
"Pocillopora_acuta_HIv2___RNAseq.g27079.t1",945.962972902093,-0.0870309337620265,0.279436681736542,-0.311451357141725,0.755457516521345,0.920873014641515
"Pocillopora_acuta_HIv2___RNAseq.g3470.t1",17.0160453584526,-3.21895932094016,2.10935696835473,-1.52603820464343,0.127000350169851,0.48701915265151
"Pocillopora_acuta_HIv2___RNAseq.g26609.t2",4277.51135324267,0.583452775172164,0.178904778507678,3.26124757560417,0.00110923145019283,0.0464730410077224
"Pocillopora_acuta_HIv2___RNAseq.g5811.t1",1921.07376634906,-0.393267969793076,0.302619489482281,-1.29954607505906,0.193756592034123,0.576376518456739
"Pocillopora_acuta_HIv2___TS.g26822.t1",614.328269527582,-0.20133184203058,0.184372912680458,-1.09198167509299,0.274841155815623,0.656423790904421
"Pocillopora_acuta_HIv2___RNAseq.g21266.t1",3414.49652492386,1.6408234562555,1.44676348415672,1.13413386101039,0.256738401932891,0.641409374896968
"Pocillopora_acuta_HIv2___RNAseq.g22504.t1",12.6238430957837,-0.140390334694119,1.01339351755911,-0.138534865539961,0.889817716543654,0.968014382691165
"Pocillopora_acuta_HIv2___RNAseq.g7709.t1",1143.49082179992,0.0855785655742313,0.29096531984647,0.294119469699645,0.768666613863698,0.925092892219799
"Pocillopora_acuta_HIv2___RNAseq.g18059.t1",540.768642098866,0.324365604835121,0.32986403125642,0.983331233780306,0.325444442642886,0.696525785820287
"Pocillopora_acuta_HIv2___TS.g8550.t1b",16.2150626434696,2.11654652911244,0.74351593017052,2.84667273857471,0.00441787534033058,0.10187777965538
"Pocillopora_acuta_HIv2___RNAseq.g8175.t3",1001.61317219552,0.0689731175356506,0.137537155068222,0.501487161788666,0.616028310861786,0.864000015453076
"Pocillopora_acuta_HIv2___RNAseq.g10514.t1",477.770428653986,-0.0990319270204945,0.237110695156326,-0.417661155922145,0.676194876473794,0.890942723059918
"Pocillopora_acuta_HIv2___RNAseq.30394_t",208.188538512299,0.118892953991145,0.268335811960019,0.443075238905717,0.657711314477046,0.884095140119294
"Pocillopora_acuta_HIv2___TS.g22672.t1",88.1003893418814,-0.681621520884443,0.64527737073543,-1.05632329878172,0.290820534998628,0.670608094891803
"Pocillopora_acuta_HIv2___RNAseq.g6687.t1",453.733144210057,-0.131990176794473,0.805295281867345,-0.16390283137933,0.869807638127219,0.961036348627227
"Pocillopora_acuta_HIv2___RNAseq.g10516.t1",311.210546519146,0.452327719567812,0.275225478088713,1.64348054805455,0.100283546730168,0.442060105466216
"Pocillopora_acuta_HIv2___RNAseq.g12500.t1",1006.48299675572,0.480021368286943,0.338336345211195,1.418769739288,0.15596615765603,0.530894796458702
"Pocillopora_acuta_HIv2___RNAseq.g27461.t1",127.434509231465,0.684021350801055,0.369208817426757,1.85266797138925,0.0639299634219427,0.364397976592931
"Pocillopora_acuta_HIv2___RNAseq.g18191.t1",4.43479679149049,0.235349051721731,1.07975988760669,0.217964247813823,0.827456967804018,0.945803072084115
"Pocillopora_acuta_HIv2___RNAseq.1912_t",358.307730107182,-0.324891358084892,0.387734031164895,-0.837923246274771,0.402073812021733,0.749896287103784
"Pocillopora_acuta_HIv2___RNAseq.g19134.t1",4974.67125204326,0.572377169578556,0.414328114499425,1.38145867863705,0.167137974567851,0.544958290586069
